HALEAKALA,普通車トラック,普通車トラック長さ474cm　高さ284cm　幅190cm, 発電機 / テーブル / オーニング, コメコチキン／糀ポテト／タコライス／サンド／サラダ／バナナチョコトルティーヤ／チーズボール／ドリンクetc, 300円～900円 貸切 平日5万円 金土日・祝8万円,                                                                                    東京 / 千葉 / 埼玉 / さいたま市 /                                                                                他応相談可                                    ,        https://www.instagram.com/haleakala_kitchen        ,                                                                                    東京都江戸川区                                                                            ,11時～20時 (ランチ時間帯は受け取れない場合も有)
焼き芋専門店はりろ,普通車トラック,"", 発電機、オーニング、, 焼き芋, 350～600,                                                                                    岐阜市近郊 /                                                                                他応相談可                                    ,        https://www.instagram.com/haliro2021        ,                                                                                    岐阜県岐阜市                                                                            ,12:00～17:00
HALOHALO-K,普通車トラック,"", , カカオドリンク、豆腐タピオカ, 400-800,                                                                                    埼玉県 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県さいたま市                                                                            ,山野 恵杏
HaLu -food truck-,軽自動車,"", 発電機、サブバッテリー, ホットドッグ, 700円,                                                                                    京都府全域/大阪府全域/神戸市/兵庫県/滋賀県全域 /                                                                                他応相談可                                    ,        https://instagram.com/cafest_halu        ,                                                                                    京都府城陽市                                                                            ,""
浜幸まちゃ丸,軽自動車,ハイゼッドトラック, , 九十九里地はまぐりの酒蒸し　はまぐり飯　はまぐりうどん, 500~800,                                                                                    千葉県 /                                                                                他応相談可                                    ,                ,                                                                                    千葉県長生郡                                                                            ,林正之
HAMBURGER STAND GLOBURGER,普通車トラック,いすず, 発電機, ハンバーガー, 600〜1400円,                                                                                    千葉県 /                                                                                他応相談可                                    ,        https://stand-globurger.com/        ,                                                                                    千葉県柏市                                                                            ,小形佳土
フードトラックはなカーゴサービス,大型車,1.5トントラック、高さ270, 発電機, キーマカレー、ガパオライス、ポテト、コーヒー、フロート、アイスクリーム, 300円～800円,                                                                                    大阪府、大阪市、堺市 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府和泉市王子町                                                                            ,山下　愛
hana-imo,軽自動車,"三菱・トッポ全長3,395mm、全幅1,475mm、全高1,700mm", かまど、テーブル2、保温機、パラソル1, 焼き芋, 350～550円,                                                                                    千葉県、茨城県、東京都、埼玉県 /                                                                                他応相談可                                    ,        https://www.instagram.com/yakiimo.hanaimo/?hl=ja        ,                                                                                    千葉県松戸市                                                                            ,南 久美子
はなきっちん,軽自動車,"", 発電機, かき氷、アイスパフェ、バナナジュース、氷カフェ, 〜500円,                                                                                    奈良県（奈良市以外）/ 和歌山県一円 /                                                                                他応相談可                                    ,                ,                                                                                    奈良県五條市                                                                            ,花谷元子
hana cafe,軽自動車,スバルサンバーバン, 発電機, パニーニ, 500円～600円,                                                                                    福岡県 /                                                                                他応相談可                                    ,        hana_cafe1003        ,                                                                                    福岡県豊前市                                                                            ,馬場敦子
Bu-Bu-CAFE  1号車,軽自動車,スズキキャリｨ, ガスコンロ、太陽光パネル発電器, 広島焼き、ホルモン焼きそば, 790円〜1280円,                                                                                    大阪市一円、大阪府一円 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府大阪市西淀川区                                                                            ,11時〜20時
ドラゴンキッチン,普通車トラック,タイタン 長さ 479/幅 183/高さ 284cm, , もちもちポテト/肉巻おにぎり/牛タン串/牛ステーキ串 など, 600円〜800円,                                                                                    東京都/千葉県/埼玉県/茨城県/横浜市 など /                                                                                他応相談可                                    ,                ,                                                                                    千葉県千葉市稲毛区園生町                                                                            ,華川 翔
HANDOVER×THE CUPS,その他,フードトレーラー（トレーラー部分長さ4520mm 高さ2160mm 幅2110mm）, エスプレッソマシン・グリル鉄板（プロパンガス）・発電機・オーニング・照明器具・冷凍ストッカー・ミニスピーカー, メルトチーズサンドイッチ、コーヒー、ソフトドリンク、焼き菓子, 500円〜1000円,                                                                                    愛知県一円 /                                                                                他応相談可                                    ,"        http://cups.co.jp , https://www.instagram.com/handover_food_trailer/        ",                                                                                    愛知県名古屋市熱田区                                                                            ,櫻庭 大輔
HANY ON COFFEE,軽自動車,スズキ キャリィ, イス2台、発電機, コーヒー、カフェラテ、ホットサンド, 400〜550,                                                                                    埼玉県 / さいたま市 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県さいたま市                                                                            ,山口勇
ハッピークレープ,軽自動車,"", 冷蔵庫, クレープ, 350~500,                                                                                    東京都､埼玉県 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県所沢市                                                                            ,森田航
ハッピーサンドスタンドbyカフェマルニ,普通車トラック,バネット, 発電機・ガス, ホットサンド, 450〜550,                                                                                    東京/埼玉（川口） /                                                                                他応相談可                                    ,        https://www.instagram.com/maru2kitchencar/        ,                                                                                    埼玉県川口市里                                                                            ,９ー２１
幸せの黄金鯛焼き,軽自動車,"", , 鯛焼き, 195,                                                                                    神奈川県横浜市、横須賀市 /                                                                                他応相談可                                    ,                ,                                                                                    神奈川県横須賀市                                                                            ,関理恵
Happy Over Rice,普通車トラック,タイタンダッシュ　長さ486 幅208 高さ285, 発電機、オーニング、グリドル, チキンオーバーライス、プルドポークオーバーライス、牛ハラミのビーフオーバーライス、グリルドサーモンオーバーライス、クラム&チキンオーバーライス、メキシカンオーバーライス、ダブル2種盛り、トリプル3種盛り、シーズンメニュー, 650-900円,                                                                                    東京都、埼玉県一円、千葉県、茨城県、横浜市、藤沢市、茅ヶ崎市 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県草加市                                                                            ,槙啓太
はらぺこごりら,普通車トラック,ダイナ, , 唐揚げ, 500-800.,                                                                                    福岡県 /                                                                                他応相談可                                    ,                ,                                                                                    福岡県福岡市博多区                                                                            ,南　善晴
はらぺこキッチン,軽自動車,ダイハツハイジェット　長さ3.395 横幅1475, 発電機, クロッフル, 400〜600円,                                                                                    東京、さいたま市全域、埼玉県内一円(さいたま市、川越市越谷市川口市を除く) /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県川越市                                                                            ,イトウユキ
はらっぱ,軽自動車,ダイハツハイゼット, プロパンガス、電機, お好み焼き, 500円~,                                                                                    千葉県 /                                                                                他応相談可                                    ,        https://e-hokusetsu.com/        ,                                                                                    千葉県君津市山滝野                                                                            ,長谷川尚子
晴屋,普通車トラック,1.8tトラック, 発電機, 水餃子、ルーロー飯、クラフト生ビール, 500円〜800円,                                                                                    関東圏 /                                                                                他応相談可                                    ,                ,                                                                                    東京都中野区弥生町                                                                            ,武田夏実
Harry's Junction,普通車トラック,トヨタアーバンサポーター全長464cm、幅178cm、高さ262cm, 発電機、オーニング, ハンバーガー、チーズバーガー、照り焼きバーガー、ベーコンチーズバーガー、チリチーズバーガー、チキンタコス、ビーフタコス、ポークタコス等, 650円~1.200円,                                                                                    宮城県全域、岩手県(盛岡市内) /                                                                                他応相談可                                    ,        https://harrysjunction.com/        ,                                                                                    宮城県宮城郡松島町                                                                            ,大久保 政史
HARU HARU,軽自動車,"", 発電機, 生しぼりフレッシュジュース、フルーツティー、スムージー、日替わりランチ, 500円〜,                                                                                    埼玉県(さいたま市/川越市/越谷市/川口市除く)、千葉県 /                                                                                他応相談可                                    ,        https://www.instagram.com/____haruharu__/        ,                                                                                    埼玉県八潮市                                                                            ,田村奈緒
A kitchen,普通車トラック,トヨタ　ダイナ　全長5100 全幅1845 全高3170, 発電機/オーニング/ウォーターフライヤー/ガスグリドル/オーブン/ガスコンロ/生ビールサーバー, 鹿肉ソーセージ、よなよな唐揚げ、クラフトビール各種、鹿肉キーマカレー、, 700円-1200円,                                                                                    東京都/千葉県/埼玉県 /                                                                                他応相談可                                    ,        http://走る.com        ,                                                                                    東京都品川区                                                                            ,9時-17時
#IMA,その他,自転車屋台, , 今川焼き、チャイ, 200円〜500円,                                                                                    東京都 /                                                                                他応相談可                                    ,                ,                                                                                    東京都世田谷区                                                                            ,9時〜20時
HassamU,普通車,キャラバンnv350  全長523cm, 発電機, ホットサンド、フルーツサイダー、コーヒー, 300円〜500円,                                                                                    大阪府 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府和泉市                                                                            ,有北 智美
HAVE A GOOD DAY COFFEE,軽自動車,"", , ハンドドリップコーヒー、カフェラテ、焼き菓子、ドリップバッグ、コーヒー豆、, 400円〜1300円,                                                                                    大阪市/神戸市 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府大阪市北区                                                                            ,丸山 和紀
Hawaii KAU,軽自動車,長さ3390mm　高さ2700mm 幅1470mm, 冷蔵冷凍庫、コーヒーメーカー、カウンター, コーヒー、カレー、プリン、マラサダ, 500円～1000円,                                                                                    東京 /                                                                                他応相談可                                    ,        https://hawaii-kau.com/        ,                                                                                    東京都新宿区                                                                            ,渡邊　義之
ハワイアンキッチンアオアクア,軽自動車,バンタイプ, 発電機, ロコモコ, 700円〜900円,                                                                                    千葉県、東京都、横浜市 /                                                                                他応相談可                                    ,                ,                                                                                    千葉県市原市                                                                            ,武井祥馬
ハワイアンフードトラックH&H,普通車,シボレーシェビーバン長さ517㎝、幅211㎝、高さ210㎝, 発電機、オーニング、LPガス, ガーリックシュリンプ、ハワイアンステーキ、オレンジチキン、ハワイアンポーク、チーズステーキサンド、ハワイアングリルドチーズサンド、マナプア、ワイキキチャウメン、スパムむすび、シェイブアイス、ハワイアンコーヒー、他," 300〜1,200円",                                                                                    東京都/神奈川県/横浜市/川崎市/相模原市/横須賀市/千葉県/静岡県 /                                                                                他応相談可                                    ,        https://cgydesign.wixsite.com/fuji-momo/fuji-momo-s-cafe        ,                                                                                    神奈川県横浜市青葉区                                                                            ,10時から18時
Hawaiian Cafe Ohana,普通車トラック,"長さ 473cm. 幅 180cm , 高さ 287cm", 発電機、フライヤー、冷蔵庫、冷凍庫、電子レンジ、ガス台, ハンバーガー、ホットドッグ、ロングポテト、オニオンリング、チキンナゲット、揚げパン、チュリトス," ¥500〜¥1,200",                                                                                    千葉県 /                                                                                他応相談可                                    ,        https://hawaiiancafe-ohana.jimdofree.com        ,                                                                                    千葉県白井市                                                                            ,10時〜−18時
ハワイアンフードトラックLocoKii,普通車トラック,MAZDAタイタン　長さ5メートル幅3メートル, 発電機、プロパンガス, ロコモコ、モチコチキン、ガーリックシュリンプ, 800円〜1000円,                                                                                    兵庫県/大阪府/大阪市 /                                                                                他応相談可                                    ,                ,                                                                                    兵庫県明石市魚住町西岡                                                                            ,北林　翼
Hawaiian Lanai Dining TOKYO,普通車トラック,マツダ タイタンダッシュ2000 幅182cm 高さ287cm 長さ500cm, 発電機、冷蔵庫、冷凍庫、フライヤー、電子レンジ、ガスコンロ、カウンター、テーブル、イス, ハワイ料理　自家製無添加バンズを使用したハンバーガー　ガーリックシュリンプ　自家製無添加フライドポテト　モチコチキン(ハワイの唐揚げ)　ロコモコ　KONAビール(ハワイ定番ビール)、ハワイアンサン(ハワイ定番のネクタージュース)、ハワイアンレモネード、等, 500～1300円,                                                                                    東京都　埼玉県　神奈川県　千葉県 /                                                                                他応相談可                                    ,        https://ibcjapan.info/hawaiianlanaidiningtokyo/        ,                                                                                    東京都板橋区                                                                            ,11:30～19:30
hayaridori,普通車トラック,"", , 手羽先 玉子サンド, 400～1000円,                                                                                    大阪府/兵庫県/京都府/奈良県 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府守口市豊秀町                                                                            ,藤坂
はぢめちゃん,軽自動車,軽トラック横2.5m高さ2.7m, 発電機、焼き台、鉄板, おはぎ、みたらし団子、五平餅、カオマンガイ、牡蠣オムレツ、さつまいもブリュレ, 100円〜700円,                                                                                    大阪府/奈良県/京都府 /                                                                                他応相談可                                    ,                ,                                                                                    奈良県奈良市二名                                                                            ,山本一
北海道バタークレープキッチンカー木更津店,普通車,"", , クレープ, 600円～650円,                                                                                    千葉県 /                                                                                他応相談可                                    ,                ,                                                                                    千葉県木更津市                                                                            ,担当者
BEI＆BEI,普通車トラック,マツダボンゴ（長さ460cm×幅169cm×高さ300cm）, PayPay決済、焼き台、冷蔵庫、シンク、発電機、消火器, クレープ・ドリンク, 550円〜700円,                                                                                    主に北摂地域（市内・府内一円） /                                                                                他応相談可                                    ,        https://twitter.com/bei_bei_crepe        ,                                                                                    大阪府東大阪市                                                                            ,MORI
ヘルシーLunch玄米屋,軽自動車,スズキキャリー　サイズ　　長さ　358cm　幅　150cm　高さ　256cm, , 玄米焼きおにぎりと焼きおにぎりセット, 単品焼きおにぎり１８０〜,                                                                                    東京都 /                                                                                他応相談可                                    ,                ,                                                                                    東京都中央区                                                                            ,水戸　友康
HEART WRAP,普通車トラック,1号　軽トラック　スズキ・キャリィ　幅147　高さ250　長さ339　　2号　マツダボンゴ　幅171　高さ278　長さ464, 発電機, タコライス、ラップサンド, 600〜1000,                                                                                    川崎市/横浜市/東京都/千葉県/静岡県 /                                                                                他応相談可                                    ,        https://www.810wrap.com/        ,                                                                                    神奈川県川崎市中原区上丸子八幡町                                                                            ,9:00~18:00
ヒートステージ,普通車トラック,トヨタダイナ/長さ490cm/幅198cm/高さ288cm, 発電機, カレー、ガパオライス、ステーキ丼、ばくだんタコ焼き、チーズハットク、肉巻きおにぎり、唐揚げ、ケバブサンド、ドリンク、スイーツ、かき氷、ソフトクリーム, 300円～1000円,                                                                                    宮城県全域/山形県全域/岩手県全域/秋田県全域/いわき市/福島市 /                                                                                他応相談可                                    ,        https://r.goope.jp/heat-stage        ,                                                                                    宮城県仙台市若林区                                                                            ,9時～20時
HEYMS MEAL STORE,普通車トラック,1.5tトラック, 発電機、オーニング, ガンボライス、プルドポークオーバーライス、ドーナツ, 800〜850円,                                                                                    東京、千葉、神奈川、埼玉 /                                                                                他応相談可                                    ,                ,                                                                                    千葉県松戸市                                                                            ,安井弘明
Hey!Riccio / Hey! Riccio 2,軽自動車,三菱　キャリー 長さ334　高さ176　幅148 / 日産クリッパー 長さ365　高さ250　幅148, 発電機、ビールサーバー, グリルチキン、ポーク、お肉料理、スパイスカレー、ケータリング、イタリアン料理他, 700円〜950円 貸切　平日4万円　土日祝6万円,                                                                                    東京都 / 千葉県 / 横浜市 / 埼玉県 /                                                                                他応相談可                                    ,        https://www.prove-life.jp/italian-catering-car-hey-riccio/        ,                                                                                    千葉県千葉市中央区                                                                            ,終日
ひばり商店キッチンカー,普通車トラック,クイックデリバリー, 発電機/ガス, 唐揚げ、手羽先, ５００円〜,                                                                                    福岡／熊本 /                                                                                他応相談可                                    ,        https://instagram.com/hibari_kitchencar?igshid=c1hpvnumra6a        ,                                                                                    熊本県熊本市                                                                            ,赤星宇乙
ひだまりHIDAMARI,軽自動車,"", , ベビーカステラ、手作りドリンク, 350円〜,                                                                                    静岡（東部） /                                                                                他応相談可                                    ,                ,                                                                                    静岡県裾野市                                                                            ,松井 幸子
ひだまり家キッチン,軽自動車,スバル, 発電機, カレーライス　おにぎり　からあけ, 500円〰︎800円,                                                                                    東京　千葉 /                                                                                他応相談可                                    ,                ,                                                                                    東京都江戸川区                                                                            ,青山
ザ・ハイドアウト キッチンカー,軽自動車,"", , スリランカ料理（カレー・本場のセイロンミルクティー他）, 600-1500,                                                                                    千葉県 /                                                                                他応相談可                                    ,        http://www.thehideoutchiba.com/        ,                                                                                    千葉県千葉市                                                                            ,谷本雄一
ヒゲ坊主,軽自動車,軽トラック, 発電機　冷蔵庫　フライヤー, 唐揚げ　唐揚げ弁当, 100～850,                                                                                    東京２３区　埼玉県南部 /                                                                                他応相談可                                    ,                ,                                                                                    埼玉県川口市                                                                            ,１１時～２４時
ひみつきっちんぬーば号,大型車,5トントラック, 発電機(電源使用希望), ピザ、ドリンク, ドリンク450円 ピザ1200~1500円,                                                                                    岩手県 /                                                                                他応相談可                                    ,                ,                                                                                    岩手県大船渡市                                                                            ,""
キッチンカーHINATA,軽自動車,スズキキャリイ　長さ360cm　幅170cm　高さ250cm, , ホットドッグ, 500円～800円,                                                                                    大阪市 /                                                                                他応相談可                                    ,        https://www.instagram.com/hinata.2710/        ,                                                                                    大阪府大阪市                                                                            ,坂口卓也
ヒロファーム,軽自動車,キャリー　長さ340㎜　幅150㎜　高さ250㎜, 発電機/ソフトクリームサーバー/マルチスライサー/冷蔵庫/冷凍庫/冷凍ストッカー, 朝摘みいちご・削りいちご・いちごソフト・いちごサイダー・いちごミルク・いちごワイン・いちごリキュール・いちご加工品, 300円～3000円,                                                                                    埼玉県内一円（さいたま市、川越市、越谷市、川口市を除く）/都内一円/さいたま市全域 /                                                                                他応相談可                                    ,        http://hiro-farm.com        ,                                                                                    埼玉県春日部市                                                                            ,中村知由
Hiro_tacos〜ﾋｰﾛｰﾀｺｽ〜,軽自動車,三菱ミニキャブ3395mm, 発電機, タコス・タコライス, 200円〜500円,                                                                                    群馬県 /                                                                                他応相談可                                    ,        https://www.instagram.com/invites/contact/?i=1p0keqnfjz9px&utm_content=8ymexx0        ,                                                                                    群馬県伊勢崎市下蓮町                                                                            ,サプライズ　児島
ヒトコマキッチン,普通車トラック,タウンエース長さ430㎝高さ300㎝, , カオマンガイ、ガパオライス, 700,                                                                                    大阪府、兵庫県 /                                                                                他応相談可                                    ,                ,                                                                                    兵庫県伊丹市瑞原                                                                            ,10時〜17時
HK cREPEs,軽自動車,SUZUKI キャリィ　車高250, 発電機、バッテリー、冷蔵冷凍庫, クレープ、タピオカ、ドリンク, 300〜600,                                                                                    大阪府 /                                                                                他応相談可                                    ,                ,                                                                                    大阪府堺市中区                                                                            ,9時〜22時
ほおばるkitchen,普通車トラック,タイタン　長さ475cm　幅189cm　高さ287cm, , サンドイッチ, 350～900,                                                                                    大阪府 /                                                                                他応相談可                                    ,        https://www.instagram.com/hobar_kitchen/        ,                                                                                    大阪府大阪市                                                                            ,福井　光明
北海道バタークレープ,軽自動車,"", , クレープ, 600〜650,                                                                                    神奈川県 /                                                                                他応相談可                                    ,                ,                                                                                    神奈川県秦野市                                                                            ,小山 花
北海道弁当 SPROUT,普通車トラック,"", , 北海道弁当、からあげ弁当, 600円,                                                                                    千葉県 /                                                                                他応相談可                                    ,                ,                                                                                    千葉県千葉市中央区                                                                            ,常賀広樹
北欧酒場 Shima=Tori,軽自動車,スズキキャリー　長さ363㎝　幅155㎝　高さ253㎝, 生ビールサーバー、テーブル、発電機、プロパンガス, サーモンスープ、ミートボール、ソーセージ、ベイクドポテト、クラフトビール、北欧の瓶ビール、缶ビール、チョコレート、クッキー, 200円～1000円,                                                                                    神奈川県/東京都/埼玉県/ /                                                                                他応相談可                                    ,                ,                                                                                    神奈川県茅ヶ崎市                                                                            ,11時～18時
オラタコ,軽自動車,"", , タコライス, ¥750〜¥1000,                                                                                    東京 /                                                                                他応相談可                                    ,        https://www.instagram.com/holataco_11        ,                                                                                    東京都狛江市                                                                            ,堀口貴子
hola! TACOS,軽自動車,マツダスクラムトラック 高さ258cm 幅150cm 長さ359cm, 発電機／テーブル/ビールサーバー/グリドル, タコス、タコライス、クラフト生ビール、チュロス、ナチョス、チップスサルサ, 250〜950,                                                                                    東京都/神奈川県/千葉県 /                                                                                他応相談可                                    ,        https://holatacos.shopinfo.jp/        ,                                                                                    千葉県松戸市                                                                            ,9時-20時
HONEY'S,軽自動車,"", , ・スパむすび ・かき氷, 350〜600,                                                                                    神奈川県 /                                                                                他応相談可                                    ,                ,                                                                                    神奈川県横須賀市                                                                            ,出口　早紀
本気のやきとりRed K,軽自動車,"", , やきとり、唐揚げ、肉巻きごはん、チキン焼そば、やきとり丼、からあげ丼等, 130円〜600円,                                                                                    千葉県/茨城県/埼玉県/さいたま市/越谷市 /                                                                                他応相談可                                    ,        http://www.redk-spl.com        ,                                                                                    千葉県野田市                                                                            ,郡司悦子
星亭,軽自動車,軽自動車スズキキャリー長さ364　高さ147　幅249, 発電機、オーニング, ラクサ丼、バリランチ、鶏ラー丼、焼豚丼, ¥500〜  貸切 平日5万円/土日7万円(他応相談),                                                                                    東京、千葉、さいたま市 /                                                                                他応相談可                                    ,        https://twitter.com/foodtruck2020TK        ,                                                                                    東京都江戸川区                                                                            ,24時間（ランチ時間帯はご遠慮ください）
星空キッチン,軽自動車,1, 発電機, からあげ　各種弁当, 400円〜800円,                                                                                    京都 /                                                                                他応相談可                                    ,                ,                                                                                    京都府宇治市                                                                            ,牧原健策
hotanta.pou(ホタンタポウ),普通車,"", 発電機, スパゲティ、カレー、ハヤシライス、カルビ丼、ウインナー, 350～750円,                                                                                他応相談可                                    ,        https://twitter.com/hotantapou        ,                                                                                    埼玉県加須市                                                                            ,藤田
ホットサンド・シーゲル,軽自動車,"", 発電機, ホットサンド, 500,                                                                                    東京 /                                                                                他応相談可                                    ,                ,                                                                                    東京都東久留米市                                                                            ,永野茂
HOWL DELI,軽自動車,"全長（mm）	3,395 スズキ　キャリー　全幅（mm）	1,475 全高（mm）	2,500", 三口ガスコンロ、LPガス１０キロ, パスタ、コーヒー、リゾット、お惣菜, 300から800円,                                                                                    東京都 /                                                                                他応相談可                                    ,                ,                                                                                    東京都中央区                                                                            ,9時から17時
HUBトラック,軽自動車,スズキキャリー　長さ339㎝・幅147㎝・高さ245㎝, 発電機, フィッシュ＆チップス・パスティ・生ビール, 500円～800円,                                                                                    東京都・千葉県 /                                                                                他応相談可                                    ,        https://www.pub-hub.com/index.php/shop/topics/21319        ,                                                                                    東京都千代田区                                                                            ,担当者
